,trade_date,ts_code,CON_YEAR,CON_OR,CON_NP,CON_EPS,CON_NA,CON_PB,CON_PS,CON_PE,CON_PEG,CON_ROE,CON_OR_YOY,CON_NP_YOY,CON_NPCGRATE_2Y,CON_PEI,trade_year,profit,year_profit,year_pe_ttm,year_profit_l1,year_profit_yoy,code_name,close,pe_ttm_weight,pe_ttm_equal,pb_ttm_weight,pb_ttm_equal,div_rate,roe,profit_avg,mv_avg,float_mv,total_mv,total_mv_l1,total_mv_chg,close_l1,close_chg,img_neg,tex_neg,riskfree_return,opt_profit_yoy,opt_pe,opt_profit,time,close_chg_s,CEFD,RIPO,NIPO,TURN,TURN_MA,trade_month,SR,lnPD,c_yoy,p_yoy,n,l1_TURN,SENT_INDEX,CEFD_R,NIPO_R,RIPO_R,SR_R,l1_TURN_R,lnPD_R,SENT_INDEX_R,SENT_INDEX_EX,SENT_INDEX_DEX,SENT_INDEX_R_EX,SENT_INDEX_R_DEX
19931,20210618,000985.SH,2021,6041121640.8317,52917.38691079,0.7462,5145048063.6985,1.6649,1.418,16.1875,0.7887,10.29,15.4,27.8,20.5232,78.9087,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5669.4488,19.09,37.69,1.85,2.62,1.4597,9.68,11.57,220.85,668175.55,88.339173,880668.81,0.3091877410760002,5643.38,0.4619359320123806,0.25,0.1,0.006788888888888889,54.27024008155307,-15.248691099476448,10.411922136117175,1811.0,0.2133848052841467,-9.444615384615386,1.2966905,4.0,0.00623,0.0009473166666666569,202106,6.95,-0.0318,12.1,8.3,2784.0,0.005770000163465738,1.772378921508789,-0.284450888633728,3.014455556869507,1.0038747787475586,-10.909467697143555,4.060324135934934e-05,0.1745457798242569,1.7974042892456055,1.5069578106654475,1.3036935921340271,1.575030345374837,1.5677967186299324
19942,20210621,000985.SH,2021,6042096522.699,52997.92757289,0.7472,5145961969.6942,1.6698,1.4221,16.2132,0.7886,10.3,15.42,27.99,20.5584,79.0288,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5690.6488,19.16,38.07,1.85,2.66,1.4966,9.68,11.57,221.74,670587.89,88.672822,883391.73,0.37769088012631347,5669.4488,0.373934058633707,0.166667,0.148148,0.006802777777777777,55.32460503175072,-15.114136125654454,10.579969914583033,1812.0,0.13982668020627662,-8.75923076923077,3.407369,1.0,0.00588,0.0005985416666666561,202106,6.95,-0.0318,12.1,8.3,2785.0,0.00622999994084239,2.194453239440918,0.40093371272087097,0.014455532655119896,3.114553213119507,-10.909467697143555,0.0005006029969081283,0.1745457798242569,2.209822177886963,1.5265824553285137,1.3088298715140336,1.594803592427969,1.5693482170970872
19953,20210622,000985.SH,2021,6041195197.5965,53016.770211049996,0.7474,5146774583.1915,1.6809,1.432,16.3179,0.7939,10.3,15.41,28.04,20.5534,79.0569,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5725.3005,19.29,38.17,1.87,2.66,1.4893,9.68,11.56,222.93,676256.07,89.260403,886728.22,0.6626393372255679,5690.6488,0.6089235378574198,0.263158,0.105263,0.0068249999999999995,55.60206949232905,-14.56596858638743,10.619285005875568,1813.0,0.3707878749567966,-8.453846153846154,3.407369,2.0,0.00625,0.0009677249999999905,202106,6.95,-0.0318,12.1,8.3,2786.0,0.005880000069737434,2.493124008178711,0.7063183188438416,1.0144555568695068,3.114553213119507,-10.909467697143555,0.00015060315490700305,0.1745457798242569,2.5020840167999268,1.5759633307886625,1.3149469908715414,1.6494903701181456,1.5723251886155065
19964,20210623,000985.SH,2021,6042289799.4705,53003.96513059,0.7466,5146726532.3862,1.6889,1.4386,16.3991,0.798,10.3,15.43,28.01,20.5498,79.0378,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5760.1769,19.42,38.53,1.88,2.68,1.4831,9.68,11.55,224.25,677947.5,89.90078100000001,892604.03,0.717426740723992,5725.3005,0.6091627854293513,0.111111,0.222222,0.0068249999999999995,55.435590815982074,-14.140837696335081,10.592567255260263,1814.0,0.3710792991520459,-9.160769230769231,3.407369,3.0,0.00639,0.0011065583333333242,202106,6.95,-0.0318,12.1,8.3,2787.0,0.0062500000931322575,2.754004955291748,-0.0006047496572136879,2.014455556869507,3.114553213119507,-10.909467697143555,0.0005206031491979957,0.1745457798242569,2.7426252365112305,1.6437761446809995,1.3222640865024125,1.7253020615345054,1.5770084232480615
19975,20210624,000985.SH,2021,6042028432.2271,53008.66987889,0.7463,5147057900.1677,1.6857,1.436,16.3681,0.796,10.3,15.42,28.02,20.564,79.0448,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5745.7568,19.38,38.46,1.88,2.67,1.4808,9.68,11.54,223.66,676032.31,89.71131700000001,899007.81,-0.2107478910555849,5760.1769,-0.2503412699009333,0.35,0.15,0.006819444444444445,55.49108370809772,-14.30314136125656,10.602383694304127,1815.0,0.06267075141561193,-8.494166666666667,0.438692,1.0,0.00697,0.0016850166666666578,202106,6.95,-0.0318,12.1,8.3,2788.0,0.006390000227838755,0.45680540800094604,0.6659978032112122,0.014455532655119896,0.14587631821632385,-10.909467697143555,0.0006606032839044929,0.1745457798242569,0.5408095121383667,1.7258639855226967,1.3281381478615175,1.8157613218306738,1.5795964669063
19986,20210625,000985.SH,2021,6045064559.4905,53015.5792204,0.7464,5147278193.5829,1.7051,1.4518,16.5544,0.8057,10.3,15.48,28.04,20.5468,79.0551,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5812.0835,19.65,38.53,1.9,2.67,1.4655,9.67,11.52,226.34,687012.69,90.92065799999999,897113.17,1.3480361680566988,5745.7568,1.1543596833057723,0.266667,0.066667,0.006822222222222222,55.60206949232905,-13.327748691099478,10.616800008512914,1816.0,1.332546278441803,-7.165625000000001,1.927618,3.0,0.00727,0.0019826916666666593,202106,6.95,-0.0318,12.1,8.3,2789.0,0.006969999987632036,1.996448278427124,1.994539499282837,2.014455556869507,1.6348023414611816,-10.909467697143555,0.0012406030436977744,0.1745457798242569,2.033283233642578,1.6320326261355367,1.3343705015864014,1.7023940060603768,1.582731467210512
19997,20210628,000985.SH,2021,6039642779.0688,53163.06603986,0.7485,5148854510.7573,1.7091,1.457,16.5529,0.7984,10.33,15.38,28.39,20.7328,79.275,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5839.2722,19.73,38.59,1.91,2.69,1.4582,9.67,11.51,227.12,690001.52,91.34630600000001,909206.58,0.46815323311892865,5812.0835,0.4677961010023379,0.181818,0.068182,0.0068249999999999995,57.54432071637739,-13.335602094240839,10.924530684137045,1817.0,0.21883319211298954,-8.929230769230768,1.7865233333333332,3.0,0.00673,0.0014404083333333251,202106,6.95,-0.0318,12.1,8.3,2790.0,0.007269999943673611,1.828271508216858,0.23093371093273163,2.014455556869507,1.4937076568603516,-10.909467697143555,0.0015406029997393489,0.1745457798242569,1.849672794342041,1.6589767062923821,1.3407435737818516,1.731816313055144,1.586059546569232
20008,20210629,000985.SH,2021,6036409304.2316,53215.51909078,0.7491,5149670041.2667,1.6933,1.4446,16.3864,0.787,10.33,15.31,28.52,20.8216,79.3532,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5785.4997,19.57,38.27,1.89,2.66,1.49,9.67,11.49,224.91,684003.13,90.549553,913463.06,-0.8722334102924778,5839.2722,-0.9208767489893743,0.176471,0.058824,0.006827777777777778,58.26572831388105,-14.207329842931951,11.033973771032926,1818.0,0.8480139868292391,-8.819230769230769,2.973624,1.0,0.00641,0.0011189999999999924,202106,6.95,-0.0318,12.1,8.3,2791.0,0.006730000022798777,1.9449570178985596,0.3409337103366852,0.014455532655119896,2.6808083057403564,-10.909467697143555,0.0010006030788645148,0.1745457798242569,1.966589331626892,1.6714939861745879,1.3473708802126696,1.7422959820340462,1.5897539685183724
20019,20210630,000985.SH,2021,6038471759.9232,53208.40431266,0.7489,5150378570.5646,1.7055,1.4546,16.5083,0.791,10.33,15.35,28.5,20.8689,79.3426,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5834.1879,19.7,38.56,1.9,2.69,1.472,9.67,11.49,226.29,688444.05,91.151525,905495.53,0.6647984225830461,5785.4997,0.841555656808679,0.266667,0.066667,0.006827777777777778,58.15474252964972,-13.569109947643993,11.019128814135767,1819.0,0.7082159235066872,-9.11923076923077,2.2591524,5.0,0.00557,0.0002782499999999938,202106,6.95,-0.0318,12.1,8.3,2792.0,0.006409999914467335,2.6605496406555176,0.04093371331691742,4.014455318450928,1.966336727142334,-10.909467697143555,0.000680602970533073,0.1745457798242569,2.6517577171325684,1.6917132325224615,1.355024624753216,1.7622399005376064,1.5949174732407414
20030,20210701,000985.SH,2021,6041987984.5468,53254.04111202,0.7491,5150898438.5577,1.6976,1.4472,16.4197,0.7845,10.34,15.42,28.61,20.9301,79.4107,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5801.888,19.63,38.06,1.9,2.65,1.4815,9.67,11.47,225.19,686195.57,90.81981800000001,911515.25,-0.36390724126666996,5834.1879,-0.5536314660006036,0.266667,0.0,0.0068249999999999995,58.76516434292205,-14.032984293193728,11.114349818641763,1820.0,0.30650780014597756,-9.024166666666668,3.407369,1.0,0.00611,0.0008166416666666601,202107,6.95,-0.0318,8.5,6.4,2793.0,0.005570000037550926,2.1677117347717285,-0.07668165117502213,0.0025334623642265797,3.0561575889587402,-7.504011631011963,-0.0004321623418945819,0.14758457243442535,2.0561611652374268,1.7633468346343704,1.3630805619932376,1.8413348486216152,1.6004348317075479
20041,20210702,000985.SH,2021,6040749763.7263,53344.77140141,0.7503,5152287664.3271,1.665,1.4201,16.0817,0.7659,10.35,15.4,28.83,20.998,79.546,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5687.291,19.25,37.7,1.86,2.65,1.5107,9.67,11.47,220.82,673266.3,89.07811099999999,908198.18,-1.917760945083602,5801.888,-1.9751673937862924,0.25,0.0625,0.006802777777777777,59.986007969466705,-15.80261780104712,11.303658214848175,1821.0,3.9012862334765344,-8.585384615384616,0.804583,1.0,0.00613,0.0008352999999999928,202107,6.95,-0.0318,8.5,6.4,2794.0,0.00610999995842576,0.662788987159729,0.36210039258003235,0.0025334623642265797,0.4533716142177582,-7.504011631011963,0.00010783758625620976,0.14758457243442535,0.6110192537307739,1.7932446730323708,1.3698287805427853,1.8604369689420939,1.6038681043430254
20052,20210705,000985.SH,2021,6043835513.2919,53409.20642643,0.751,5153821507.6445,1.6737,1.4272,16.1508,0.7669,10.36,15.46,28.99,21.0599,79.6421,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5720.7393,19.37,38.1,1.87,2.68,1.5028,9.67,11.47,222.15,675500.22,89.63853399999999,890781.11,0.629136601246505,5687.291,0.5881235899481752,0.25,0.208333,0.006788888888888889,60.87389424331737,-15.440837696335082,11.438101644138076,1822.0,0.34588935705352924,-9.140833333333335,2.3714399999999998,2.0,0.00603,0.0007369999999999929,202107,6.95,-0.0318,8.5,6.4,2795.0,0.006130000110715628,1.850513219833374,-0.19334831833839417,1.0025334358215332,2.020228624343872,-7.504011631011963,0.00012783773127011955,0.14758457243442535,1.7465331554412842,1.7096613021689746,1.3766691692660153,1.7493401168316218,1.6072642036269085
20063,20210706,000985.SH,2021,6045465862.6513,53455.06429249,0.7516,5154449985.7937,1.6706,1.4244,16.1093,0.7636,10.37,15.49,29.1,21.0973,79.7105,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5710.2377,19.35,38.22,1.87,2.68,1.5083,9.65,11.45,221.63,676249.46,89.473199,896385.34,-0.18444634536303184,5720.7393,-0.1835706794050318,0.1,0.05,0.006783333333333334,61.484316056589726,-15.658115183246075,11.533783903454497,1823.0,0.033698194337224964,-8.583076923076923,2.1344999999999996,3.0,0.00657,0.0012761083333333268,202107,6.95,-0.0318,8.5,6.4,2796.0,0.006029999814927578,2.0271058082580566,0.36440807580947876,2.002533435821533,1.783288598060608,-7.504011631011963,2.7837442758027464e-05,0.14758457243442535,1.9229987859725952,1.7200755786577306,1.3837845688153052,1.7490905249051862,1.6109135829525891
20074,20210707,000985.SH,2021,6042566527.5463,53467.0054675,0.7517,5154595897.5434,1.6874,1.4395,16.2679,0.7709,10.37,15.43,29.13,21.1026,79.7283,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5781.4765,19.56,38.48,1.89,2.7,1.4977,9.65,11.44,223.78,682959.4,90.42984100000001,894731.99,1.069193915822786,5710.2377,1.247562776589839,0.333333,0.333333,0.006783333333333334,61.65079473293671,-14.82774869109948,11.558699118705775,1824.0,1.5564128815325484,-9.023846153846153,1.40258075,4.0,0.00669,0.0013941499999999933,202107,6.95,-0.0318,8.5,6.4,2797.0,0.006570000201463699,1.8725004196166992,-0.07636114209890366,3.002533435821533,1.051369309425354,-7.504011631011963,0.0005678378511220217,0.14758457243442535,1.766120195388794,1.742776708713216,1.3909769873620317,1.7645542566302703,1.614529365110323
20085,20210708,000985.SH,2021,6046155124.1443,53589.16047209,0.7533,5156169753.7353,1.6746,1.4281,16.1125,0.7618,10.39,15.5,29.42,21.1517,79.9105,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5748.9753,19.42,38.53,1.87,2.67,1.5134,9.65,11.44,222.17,678550.4,89.823736,904298.41,-0.6702488838833731,5781.4765,-0.5621608943666812,0.277778,0.277778,0.006763888888888889,63.260088604291056,-15.641361256544506,11.81357506105088,1825.0,0.3160248711551468,-8.879230769230768,2.8772235,2.0,0.00735,0.0020515416666666607,202107,6.95,-0.0318,8.5,6.4,2798.0,0.006690000183880329,2.174011468887329,0.06825423985719681,1.0025334358215332,2.5260121822357178,-7.504011631011963,0.0006878378335386515,0.14758457243442535,2.057790756225586,1.7523681904260546,1.39856886748001,1.764693498186198,1.6185927194105065
20096,20210709,000985.SH,2021,6046914593.38,53632.786612410004,0.7539,5156654297.1309,1.6739,1.4275,16.0945,0.7597,10.4,15.51,29.53,21.1853,79.9756,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5752.113,19.41,38.5,1.87,2.7,1.5258,9.65,11.44,221.98,678766.01,89.791175,898237.36,-0.036249883883698875,5748.9753,0.05457842200158325,0.15,0.15,0.006763888888888889,63.87051041756339,-15.735602094240845,11.904600833283965,1826.0,0.0029788041481829063,-8.210714285714287,3.407369,3.0,0.00736,0.002058158333333327,202107,6.95,-0.0318,8.5,6.4,2799.0,0.007350000087171793,2.824740409851074,0.736770749092102,2.002533435821533,3.0561575889587402,-7.504011631011963,0.0013478377368301153,0.14758457243442535,2.6876256465911865,1.7835435535615691,1.407249637164265,1.7907553847225828,1.624107372640829
20107,20210712,000985.SH,2021,6045836304.9866,53673.042066070004,0.7545,5157087889.6105,1.6932,1.4443,16.2693,0.7664,10.41,15.49,29.62,21.2274,80.0357,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5839.8959,19.64,39.41,1.89,2.73,1.5161,9.65,11.43,224.47,686916.91,90.864793,897911.75,1.1956832060611822,5752.113,1.5260983224773206,0.314815,0.12963,0.006744444444444444,64.36994644660439,-14.820418848167538,11.988593680900477,1827.0,2.328976089868092,-8.265384615384615,0.440056,1.0,0.00852,0.003214424999999994,202107,6.95,-0.0318,8.5,6.4,2800.0,0.007360000163316727,0.4886501729488373,0.6821004152297974,0.0025334623642265797,0.08884461224079132,-7.504011631011963,0.001357837812975049,0.14758457243442535,0.4407695233821869,1.8605273257417836,1.41433878144402,1.8705041041716615,1.6272160326372263
20118,20210713,000985.SH,2021,6050075656.2187,53750.48934418,0.7556,5157891462.3899,1.6993,1.4487,16.3065,0.7645,10.42,15.58,29.81,21.3303,80.1512,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5861.0727,19.71,39.66,1.9,2.74,1.5141,9.65,11.42,224.98,690149.73,91.163636,908647.93,0.3288875593432383,5839.8959,0.36262290223356697,0.380952,0.333333,0.006730555555555556,65.42431139680204,-14.625654450261788,12.150187125693037,1828.0,0.13149536922429506,-6.966153846153846,1.691171,2.0,0.00761,0.0023012833333333274,202107,6.95,-0.0318,8.5,6.4,2801.0,0.00851999968290329,1.6078521013259888,1.9813311100006104,1.0025334358215332,1.3399596214294434,-7.504011631011963,0.002517837332561612,0.14758457243442535,1.5258573293685913,1.7590937903330979,1.4211781883941905,1.74337367425589,1.6299080934738859
20129,20210714,000985.SH,2021,6052014817.0154,53765.0366472,0.7554,5158336935.4189,1.6815,1.4332,16.1325,0.7553,10.42,15.61,29.85,21.3603,80.1729,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5798.9801,19.49,39.2,1.88,2.72,1.5313,9.64,11.41,222.37,682662.51,90.148516,911636.36,-1.1135141647926283,5861.0727,-1.0594067533064355,0.333333,0.238095,0.006705555555555556,65.64628296526472,-15.53664921465969,12.180540016908974,1829.0,1.1223426689512828,-5.552307692307692,0.0,0.0,0.00785,0.0025381249999999935,202107,6.95,-0.0318,8.5,6.4,2802.0,0.00761000020429492,0.08324424177408218,3.3951773643493652,-0.9974665641784668,-0.35121139883995056,-7.504011631011963,0.0016078378539532423,0.14758457243442535,0.08113306760787964,1.7479113173354683,1.4260801643075105,1.7240323595735803,1.629812524613683
20140,20210715,000985.SH,2021,6054576211.0149,53790.335134730005,0.7556,5158589907.4391,1.6922,1.4418,16.2289,0.7575,10.43,15.66,29.91,21.4235,80.2106,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5845.1459,19.62,38.79,1.89,2.68,1.5212,9.64,11.43,224.13,688653.5,90.796302,901485.16,0.718576443343788,5798.9801,0.7961020593949097,0.25,0.2,0.006680555555555555,65.97924031795871,-15.031937172774878,12.233325212822619,1830.0,0.6337784889728164,-7.088461538461538,3.407369,3.0,0.00766,0.002345458333333328,202107,6.95,-0.0318,8.5,6.4,2803.0,0.007849999703466892,2.89241886138916,1.8590234518051147,2.002533435821533,3.0561575889587402,-7.504011631011963,0.0018478373531252146,0.14758457243442535,2.7630627155303955,1.6248295483819812,1.4322921885951896,1.577947557469552,1.6316070239612455
20151,20210716,000985.SH,2021,6055782855.792,53817.255899109994,0.7559,5159146815.0749,1.6786,1.43,16.0914,0.7504,10.43,15.68,29.97,21.4442,80.2507,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5795.5313,19.47,38.69,1.88,2.69,1.5396,9.65,11.41,222.12,683693.15,90.115702,907963.02,-0.7495899998217981,5845.1459,-0.8488171355996554,0.26087,0.217391,0.006677777777777777,66.3121976706527,-15.75183246073299,12.289495283079093,1831.0,0.7204905296876039,-6.852142857142859,2.876991,2.0,0.00771,0.002393091666666661,202107,6.95,-0.0318,8.5,6.4,2804.0,0.007660000119358301,2.297447919845581,2.0953421592712402,1.0025334358215332,2.5257797241210938,-7.504011631011963,0.0016578377690166235,0.14758457243442535,2.1948506832122803,1.7185522736295171,1.4390593687915179,1.6833266967646079,1.6341938305087997
20162,20210719,000985.SH,2021,6060025694.4412,53842.68114784,0.7562,5159586237.6051,1.6782,1.4288,16.0814,0.7472,10.44,15.77,30.03,21.5225,80.2886,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5798.3069,19.45,38.75,1.88,2.69,1.5387,9.64,11.41,221.84,684137.06,90.024568,901157.02,-0.10112998953278884,5795.5313,0.04789207160351694,0.259259,0.314815,0.006669444444444444,66.64515502334672,-15.804188481675407,12.342544965743906,1832.0,0.0022936505224763937,-7.700714285714286,3.407369,1.0,0.00711,0.001791091666666661,202107,6.95,-0.0318,8.5,6.4,2805.0,0.007710000034421682,2.2783172130584717,1.2467707395553589,0.0025334623642265797,3.0561575889587402,-7.504011631011963,0.0017078376840800047,0.14758457243442535,2.1667375564575195,1.7613545259367638,1.446316468214695,1.7288108482869227,1.6374586814317893
20173,20210720,000985.SH,2021,6059174454.5778,53822.30515434001,0.7558,5159445827.6444,1.6782,1.429,16.0872,0.7482,10.43,15.75,29.98,21.5019,80.2582,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5805.9297,19.46,38.71,1.88,2.7,1.5337,9.64,11.39,221.7,684926.85,90.052542,900245.68,0.031073739781795062,5798.3069,0.13146596293480695,0.15,0.1,0.006672222222222223,66.36769056276837,-15.773821989528805,12.300030534493555,1833.0,0.017283299410376034,-7.794285714285714,1.0128913333333334,3.0,0.00619,0.0008697916666666611,202107,6.95,-0.0318,8.5,6.4,2806.0,0.007110000122338533,1.4262837171554565,1.153199315071106,2.002533435821533,0.6616799235343933,-7.504011631011963,0.0011078377719968557,0.14758457243442535,1.348649263381958,1.7995775934485843,1.453075194378367,1.7677508105913835,1.6399830874922066
20184,20210721,000985.SH,2021,6059417933.5771,53837.772787960006,0.756,5160224633.7729,1.6949,1.4434,16.2456,0.7549,10.43,15.75,30.02,21.5203,80.2813,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5875.6775,19.67,39.41,1.9,2.73,1.5107,9.65,11.39,223.94,692359.67,91.05226,900525.42,1.110149672399019,5805.9297,1.201320091767566,0.3,0.6,0.006672222222222223,66.58966213123104,-14.944502617801056,12.3323036919297,1834.0,1.443169962884433,-8.564285714285715,0.0,0.0,0.00714,0.00181784166666666,202107,6.95,-0.0318,8.5,6.4,2807.0,0.0061900001019239426,-0.09994689375162125,0.3831993043422699,-0.9974665641784668,-0.35121139883995056,-7.504011631011963,0.00018783772247843444,0.14758457243442535,-0.12241873145103455,1.771977077220336,1.4576624487641396,1.7304847609406304,1.6393783969078313
20195,20210722,000985.SH,2021,6060262946.1037,53846.250410889996,0.756,5160488954.6526,1.7023,1.4496,16.3148,0.7575,10.43,15.77,30.04,21.5379,80.2939,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5898.5265,19.76,39.45,1.91,2.75,1.505,9.65,11.37,224.69,695185.86,91.494648,910522.6,0.4858616359440182,5875.6775,0.3888743042823606,0.388889,0.555556,0.006672222222222223,66.70064791546237,-14.582198952879576,12.349992219226474,1835.0,0.15122322453108997,-8.558571428571428,3.13732375,4.0,0.00799,0.0026682583333333277,202107,6.95,-0.0318,8.5,6.4,2808.0,0.007139999885112047,2.932983160018921,0.3889135718345642,3.002533435821533,2.7861123085021973,-7.504011631011963,0.0011378375347703695,0.14758457243442535,2.7884910106658936,1.6335711959026165,1.4635903924740221,1.5657266157958762,1.6407307779110716
20206,20210723,000985.SH,2021,6058852280.1131,53861.72842255,0.7562,5161068689.573,1.6862,1.4363,16.1571,0.7497,10.44,15.74,30.08,21.5513,80.317,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5833.6449,19.56,38.88,1.89,2.71,1.5235,9.65,11.38,222.62,688971.08,90.608132,914946.48,-0.9689266196204249,5898.5265,-1.099962846653313,0.35,0.35,0.006672222222222223,66.92261948392503,-15.40785340314137,12.382287030402752,1836.0,1.2099182640176596,-7.082000000000002,2.5483293333333332,3.0,0.00942,0.004097024999999993,202107,6.95,-0.0318,8.5,6.4,2809.0,0.00798999983817339,2.3878464698791504,1.8654849529266357,2.002533435821533,2.197118043899536,-7.504011631011963,0.0019878374878317118,0.14758457243442535,2.277125358581543,1.729646816962656,1.4701578907612884,1.6744534839112757,1.6430322808111437
20217,20210726,000985.SH,2021,6064157275.3094,53904.71950919,0.7567,5161251944.9252,1.6464,1.4013,15.7642,0.7296,10.44,15.84,30.18,21.6076,80.3811,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5694.9198,19.11,38.41,1.85,2.68,1.5579,9.66,11.38,217.54,673511.73,88.603716,906081.32,-2.212181131821578,5833.6449,-2.378017558113632,0.315789,0.245614,0.006672222222222223,67.4775484050817,-17.46492146596859,12.471987765600526,1837.0,5.654967506696721,-7.602142857142857,2.2146570000000003,3.0,0.0093,0.003974358333333328,202107,6.95,-0.0318,8.5,6.4,2810.0,0.0094200000166893,2.192286491394043,1.3453421592712402,2.002533435821533,1.8634456396102905,-7.504011631011963,0.003417837666347623,0.14758457243442535,2.0756678581237793,1.7783126305627797,1.477098075428276,1.728042405627548,1.6458686531683184
20228,20210727,000985.SH,2021,6068280110.0331,53921.45497443,0.7569,5161280560.9379,1.5997,1.3606,15.3124,0.7079,10.45,15.92,30.22,21.6307,80.4061,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5517.6481,18.59,37.55,1.8,2.63,1.6037,9.67,11.38,211.62,654020.85,86.25724,886037.16,-2.6482817041217577,5694.9198,-3.1128041522200056,0.15,0.15,0.006669444444444444,67.69951997354437,-19.830366492146602,12.506906248784624,1838.0,9.689549690078108,-6.356428571428571,1.617175,1.0,0.00974,0.004411691666666662,202107,6.95,-0.0318,8.5,6.4,2811.0,0.00930000003427267,1.3210798501968384,2.5910563468933105,0.0025334623642265797,1.2659635543823242,-7.504011631011963,0.003297837683930993,0.14758457243442535,1.2533595561981201,1.8089209340726171,1.4834093629650513,1.7589528793751352,1.647826540451849
20239,20210728,000985.SH,2021,6067229321.1949,53989.79647979,0.7579,5161647473.1397,1.5904,1.3531,15.2052,0.7011,10.46,15.9,30.39,21.6882,80.508,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5481.8945,18.47,36.61,1.79,2.56,1.6114,9.67,11.38,210.16,650076.53,85.74381,862572.4,-0.5952311945061184,5517.6481,-0.6479862316699725,0.2,0.2,0.006669444444444444,68.6428991395107,-20.39162303664922,12.64950053412214,1839.0,0.41988615643385124,-7.049285714285714,2.364943333333333,3.0,0.00827,0.0029394249999999938,202107,6.95,-0.0318,8.5,6.4,2812.0,0.009739999659359455,2.315908670425415,1.8981993198394775,2.002533435821533,2.0137319564819336,-7.504011631011963,0.0037378373090177774,0.14758457243442535,2.1992814540863037,1.7728510529215358,1.4902329569504091,1.7139960759224657,1.650544105851639
20250,20210729,000985.SH,2021,6061872787.6562,54029.075402530005,0.7585,5161890782.4798,1.6231,1.3821,15.5066,0.7168,10.47,15.8,30.48,21.6332,80.5666,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5618.9424,18.86,37.26,1.82,2.63,1.5707,9.68,11.38,214.61,663978.61,87.623816,857438.1,2.192585097396549,5481.8945,2.500009805004444,0.411765,0.176471,0.006669444444444444,69.14233516855171,-18.81361256544503,12.731455853769186,1840.0,6.250049025118358,-8.37857142857143,1.24616,3.0,0.00718,0.0018478416666666614,202107,6.95,-0.0318,8.5,6.4,2813.0,0.008270000107586384,1.5571181774139404,0.5689135789871216,2.002533435821533,0.8949486017227173,-7.504011631011963,0.002267837757244706,0.14758457243442535,1.4617669582366943,1.8130035213564044,1.4966833322779547,1.7571471191907482,1.6527310913827324
20261,20210730,000985.SH,2021,6063946354.4792,54013.316730470004,0.7584,5160932707.9614,1.6198,1.3786,15.4769,0.7161,10.47,15.84,30.45,21.612,80.5431,2021,12871.95,47927.24,19.1,40609.31,18.02032588093716,中证全A,5607.7476,18.8,37.65,1.82,2.66,1.5715,9.69,11.39,214.13,662581.07,87.49537099999999,876238.16,-0.1465868594447084,5618.9424,-0.19923322225193774,0.2,0.1,0.006669444444444444,68.9758564922047,-18.969109947643982,12.698575445759042,1841.0,0.03969387684889002,-7.591428571428571,2.3315423333333336,3.0,0.00792,0.002585083333333328,202107,6.95,-0.0318,8.5,6.4,2814.0,0.007180000189691782,2.2174248695373535,1.3560564517974854,2.002533435821533,1.9803309440612793,-7.504011631011963,0.0011778378393501043,0.14758457243442535,2.111530303955078,1.7940839300194467,1.5035125341020221,1.7308822394324763,1.6555055511080738
